eccentricity,aspect_ratio,elongation,solidity,stochastic_convexity,isoperimetric_factor,maximal_indentation_depth,lobedness,average_intensity,average_contrast,smoothness,third_moment,uniformity,entropy
1.1121453009844657,9.808694502148224,0.8384895996210535,0.7239166660106284,0.7546483967843759,0.24476379529621045,0.08840617475747048,2.9222624665019827,0.14820487463062176,0.0649954146400323,-0.017867675308736473,-0.0835845321549478,-0.07186011716560625,0.5267054983984398
0.3279153339246137,1.1685002745307906,0.5558451267340391,0.704641225165779,0.6222674166936855,0.1762734835260046,0.2219144878825594,2.835413414619779,-0.08624583711885887,0.25544049244793804,0.10907421972289463,0.14955974432853986,0.3527002551788079,0.4848021754282004
0.15033013427012173,1.0110718850489515,0.4627567777824178,0.8221619238945711,0.9508073263296426,0.2274449206843429,0.004839436845906875,2.7381477983912275,0.3147635935522962,0.029996483117874936,-0.016702322683429506,-0.1365482487957613,-0.20129248061422528,0.8494620390757167
0.8859594017668758,1.96326468553797,0.3937382601069263,0.8902153770221329,0.9122412619699388,0.27124116511998553,0.0053756247459918255,0.4940077259688723,0.05009347997633348,0.5347442627818295,-0.1014826232398362,0.0341805723844672,-0.2941801252491345,1.2160687407318562
1.0328097439513724,2.2257591317249843,0.6709319809566098,0.5836617992238411,1.0673611388333206,0.7396660160174171,-0.1445350503609229,0.3843604622780964,0.5197740669674302,-0.009788499924487852,0.1344192310504009,0.052002697914742005,-0.1378493506407169,1.7974592030280268
0.7989011923751602,1.3949160562647267,0.3709328907754793,1.231608070350471,1.1213581607397112,0.6645079200235186,0.2667170882245474,0.22065471019661265,0.3225914775770255,0.09451806985800804,-0.2623081421149236,-0.2668062218399479,-0.19179931838498646,1.130355994265836
0.8320113409668309,4.0181169269738,0.32460909226359697,0.8296547868054538,0.8607045223271658,0.2792479163703478,0.06700500005455053,3.788635184779764,-0.2174402976604032,0.07608933812621134,0.2055862433764857,0.09711968803205284,0.03198964654776205,0.5631025814906336
1.0295608277820296,9.72574221351383,0.9782579671412596,0.8819557933564119,0.8535356321271218,0.4847680650286474,-0.047944264762242825,0.17978656329356682,-0.17574202646364973,-0.26683883475623515,-0.3495554729990942,0.1386149755686617,-0.14244716512038935,0.6797139273083851
0.6840875022348191,0.8804016788152577,0.8793771090107193,0.4385424603673232,0.5538248742420272,0.21374793322671384,0.1486170876186712,1.763184052295856,0.0669821089857057,0.2762801723802037,-0.07090151389596998,-0.0844519470301746,-0.10746674065036872,1.5174204187370994
0.7091286360454423,0.886050141113828,0.4342630314068607,0.7982007344938842,0.9402358676170558,0.6398569537446486,0.10924192543911926,-0.04451380387544268,-0.15527663566310587,0.17719251036384953,-0.12424926614422473,-0.04694068922253348,0.1753961879422556,0.743473332431522
0.9091624671267452,2.6013832082268435,0.6595020157227993,0.7329123261285534,0.9315548993801752,0.17042116695300225,0.24143965785236066,0.7224349190781092,0.3290165434900971,0.38751243915195704,0.2079898987803644,-0.0203293790813293,-0.17904489684648975,1.5275742496445364
0.5908106308941885,1.118545431922492,0.023336326353030568,0.5260570213842002,1.0706376443237378,0.9298215300625516,-0.05533675030698208,-0.21611200556060395,0.00402701993044409,0.11114964919043137,0.10690207099724472,-0.2387408188926895,0.0305920518161553,1.0505117692617183
0.9631396148437844,2.175420892181425,0.6345679874045579,0.934865359178088,0.8128549879748502,0.7221214642245912,0.07835543601615963,0.36564775418687895,0.06659733482509336,0.08621701492983204,-0.0006858065016469572,-0.09800449618050662,-0.07994736226507514,0.423667131769375
0.9110455532969788,3.0091517667109304,0.6758799861718232,1.0250810513623632,0.8371020245315623,0.8705925504806058,0.3332999948556846,-0.1826959602563536,0.35092907459795725,0.4199398047719657,0.2265320447688417,-0.21077983416592036,0.00789343832244793,1.3691391025231068
0.6381582605693062,0.8084786292934462,0.5912687817359387,0.43666643388849535,0.7936937477757328,-0.03343816126970968,0.08769190758029974,3.4726411718026555,0.06648258822058095,0.18110770653538247,-0.1395519933859837,0.31193561037759865,-0.2818759362379701,0.5939306059456163
