Unnamed: 0,Loss_mae,Anomaly
2021-05-13 11:54:59.313575,0.018988017,False
2021-05-13 11:54:59.313675,0.022401566,True
2021-05-13 11:54:59.313775,0.018126817,False
2021-05-13 11:54:59.313875,0.014075741,False
2021-05-13 11:54:59.313975,0.0,True
2021-05-13 11:54:59.314075,0.019640991,False
2021-05-13 11:54:59.314175,0.013983548,False
2021-05-13 11:54:59.314275,0.02284443,True
2021-05-13 11:54:59.314375,0.018929023,False
2021-05-13 11:54:59.314475,0.0043420573,True
2021-05-13 11:54:59.314575,0.020060582,False
2021-05-13 11:54:59.314675,0.017825143,False
2021-05-13 11:54:59.314775,0.03501898,True
2021-05-13 11:54:59.314875,0.0005735729,True
2021-05-13 11:54:59.314975,0.038339496,True
2021-05-13 11:54:59.315075,0.004635414,True
2021-05-13 11:54:59.315175,0.011765444,False
2021-05-13 11:54:59.315275,0.006537794,False
2021-05-13 11:54:59.315375,0.015866637,False
2021-05-13 11:54:59.315475,0.009558244,False
2021-05-13 11:54:59.315575,0.019275082,False
2021-05-13 11:54:59.315675,0.02044117,False
