Unnamed: 0,Loss_mae,Anomaly
2021-05-14 12:58:59.682343,0.019930387,False
2021-05-14 12:58:59.682443,0.038691904,True
2021-05-14 12:58:59.682543,0.022498913,False
2021-05-14 12:58:59.682643,0.006359756,True
2021-05-14 12:58:59.682743,0.029495483,False
2021-05-14 12:58:59.682843,0.027998753,False
2021-05-14 12:58:59.682943,0.026321182,False
2021-05-14 12:58:59.683043,0.01853807,False
2021-05-14 12:58:59.683143,0.010944387,True
2021-05-14 12:58:59.683243,0.016563676,False
2021-05-14 12:58:59.683343,0.024565458,False
2021-05-14 12:58:59.683443,0.025990617,False
2021-05-14 12:58:59.683543,0.015083644,False
2021-05-14 12:58:59.683643,0.02421362,False
2021-05-14 12:58:59.683743,0.010826115,True
2021-05-14 12:58:59.683843,0.017925784,False
2021-05-14 12:58:59.683943,0.04089072,True
2021-05-14 12:58:59.684043,0.043054752,True
2021-05-14 12:58:59.684143,0.025882667,False
2021-05-14 12:58:59.684243,0.035146438,True
2021-05-14 12:58:59.684343,0.01729285,False
2021-05-14 12:58:59.684443,0.041754518,True
2021-05-14 12:58:59.684543,0.02529477,False
2021-05-14 12:58:59.684643,0.022494478,False
2021-05-14 12:58:59.684743,0.018598696,False
2021-05-14 12:58:59.684843,0.027935494,False
2021-05-14 12:58:59.684943,0.04482371,True
2021-05-14 12:58:59.685043,0.025986943,False
2021-05-14 12:58:59.685143,0.02234184,False
2021-05-14 12:58:59.685243,0.042706933,True
2021-05-14 12:58:59.685343,0.021645231,False
2021-05-14 12:58:59.685443,0.03050118,False
2021-05-14 12:58:59.685543,0.007829881,True
2021-05-14 12:58:59.685643,0.007980787,True
2021-05-14 12:58:59.685743,0.018450769,False
2021-05-14 12:58:59.685843,0.02036613,False
2021-05-14 12:58:59.685943,0.04574051,True
2021-05-14 12:58:59.686043,0.026382849,False
2021-05-14 12:58:59.686143,0.013308033,True
2021-05-14 12:58:59.686243,0.011781509,True
2021-05-14 12:58:59.686343,0.008637626,True
2021-05-14 12:58:59.686443,0.029702304,False
2021-05-14 12:58:59.686543,0.030826688,False
2021-05-14 12:58:59.686643,0.029127778,False
2021-05-14 12:58:59.686743,0.023279844,False
2021-05-14 12:58:59.686843,0.028223727,False
2021-05-14 12:58:59.686943,0.045748826,True
2021-05-14 12:58:59.687043,0.008061783,True
2021-05-14 12:58:59.687143,0.023667363,False
2021-05-14 12:58:59.687243,0.019451823,False
2021-05-14 12:58:59.687343,0.0110967485,True
2021-05-14 12:58:59.687443,0.029942313,False
2021-05-14 12:58:59.687543,0.015056899,False
2021-05-14 12:58:59.687643,0.017629514,False
2021-05-14 12:58:59.687743,0.044019498,True
2021-05-14 12:58:59.687843,0.04371443,True
2021-05-14 12:58:59.687943,0.020047827,False
2021-05-14 12:58:59.688043,0.01569586,False
2021-05-14 12:58:59.688143,0.02704502,False
2021-05-14 12:58:59.688243,0.013690773,False
2021-05-14 12:58:59.688343,0.017068706,False
2021-05-14 12:58:59.688443,0.026309611,False
2021-05-14 12:58:59.688543,0.02670607,False
2021-05-14 12:58:59.688643,0.021190504,False
2021-05-14 12:58:59.688743,0.013580607,True
2021-05-14 12:58:59.688843,0.02768717,False
2021-05-14 12:58:59.688943,0.031338092,False
2021-05-14 12:58:59.689043,0.02314619,False
2021-05-14 12:58:59.689143,0.0244176,False
2021-05-14 12:58:59.689243,0.020729609,False
2021-05-14 12:58:59.689343,0.021984113,False
2021-05-14 12:58:59.689443,0.020676812,False
2021-05-14 12:58:59.689543,0.019572867,False
2021-05-14 12:58:59.689643,0.020086074,False
2021-05-14 12:58:59.689743,0.009007201,True
2021-05-14 12:58:59.689843,0.023794297,False
2021-05-14 12:58:59.689943,0.0,True
2021-05-14 12:58:59.690043,0.030118302,False
2021-05-14 12:58:59.690143,0.025466185,False
2021-05-14 12:58:59.690243,0.011044922,True
2021-05-14 12:58:59.690343,0.04170387,True
2021-05-14 12:58:59.690443,0.012871112,True
2021-05-14 12:58:59.690543,0.021358592,False
2021-05-14 12:58:59.690643,0.032995224,True
2021-05-14 12:58:59.690743,0.010767498,True
2021-05-14 12:58:59.690843,0.025733355,False
2021-05-14 12:58:59.690943,0.018037196,False
2021-05-14 12:58:59.691043,0.011823358,True
2021-05-14 12:58:59.691143,0.047140308,True
2021-05-14 12:58:59.691243,0.017696999,False
2021-05-14 12:58:59.691343,0.013848401,False
2021-05-14 12:58:59.691443,0.013268332,True
2021-05-14 12:58:59.691543,0.042327102,True
2021-05-14 12:58:59.691643,0.018282402,False
2021-05-14 12:58:59.691743,0.021619389,False
2021-05-14 12:58:59.691843,0.04294299,True
2021-05-14 12:58:59.691943,0.019981798,False
2021-05-14 12:58:59.692043,0.015355732,False
2021-05-14 12:58:59.692143,0.02106156,False
2021-05-14 12:58:59.692243,0.015478231,False
2021-05-14 12:58:59.692343,0.007328938,True
2021-05-14 12:58:59.692443,0.02861381,False
2021-05-14 12:58:59.692543,0.019590952,False
2021-05-14 12:58:59.692643,0.030646058,False
2021-05-14 12:58:59.692743,0.015792793,False
2021-05-14 12:58:59.692843,0.023562118,False
2021-05-14 12:58:59.692943,0.04070621,True
2021-05-14 12:58:59.693043,0.031448744,False
2021-05-14 12:58:59.693143,0.019785022,False
