eccentricity,aspect_ratio,elongation,solidity,stochastic_convexity,isoperimetric_factor,maximal_indentation_depth,lobedness,average_intensity,average_contrast,smoothness,third_moment,uniformity,entropy
0.9468671997761086,10.014273172242707,0.9114986612405291,0.7639728954866849,0.8982643642646726,0.25039202238256714,0.1679179647970292,2.7109490030672596,-0.0931153392515662,-0.006227560680822246,0.0513848680253402,-0.03327384708702029,-0.049646457478259166,0.4395897297868378
0.27190812663924224,1.12027991265597,0.8197746382600813,0.4226441878249788,0.5364767680104763,0.12950856251332074,0.21882363714930328,2.7346822177103465,-0.1514348214738169,0.39025528941282733,0.2609063011425548,-0.10897301243429697,0.17203541427677574,0.3729627684620558
0.14700887288818,1.0071764051364305,0.5290349097782018,0.8499222871129876,0.8299234866120169,0.04841557793534493,0.1571695021146825,2.8954673268578404,0.18288889359257046,0.058499612798012364,-0.1949596419186297,-0.13999925724114345,-0.034251637507735945,0.8296801327010479
0.9956051889816874,1.744517687897248,0.3822112625976305,0.951091883613244,0.8483814890710741,0.4725394048252506,0.1360488535888673,0.39978859438088976,0.09039299768355676,0.3409346484868422,-0.3209089728654811,-0.041674163126291484,-0.11295690386930615,1.0073824091162438
0.8753197091212672,2.0382671572629456,0.3471240525143642,0.6040329419274839,1.4087220446741795,0.801600297848963,-0.15532848392359316,0.2950915920546161,0.4777750896299132,0.24020408093715698,0.11002009335171528,0.059720029765558,-0.0825602933215902,1.6254848945541376
0.7098244752910536,1.6532868045872116,0.2124559160083792,1.243446545593924,0.9929977023203892,0.6612756631355841,0.013800737732574423,0.08287263275995399,0.18919881337876784,-0.01625994901993036,-0.054202877801592116,-0.287102190446796,-0.16022370189423818,0.9864008671757888
0.8328857305042714,4.166225437499726,0.4802629335666755,0.6588573459060032,0.7294357263293487,0.41163501346735626,0.046045713370276214,3.9369244394310985,0.015560775562626859,-0.062316590413558075,0.3978332212734311,-0.009174845797978013,-0.025027087211701684,0.5011470506320319
1.1664721537808145,9.744869543229637,0.9386041632328136,0.887189128989351,0.8488611096526314,0.4267739582892923,0.04817761689678875,0.31920836619024984,-0.12638419288825198,-0.2618806225397793,-0.03763574977159928,0.2341322584141908,-0.18053196644112326,0.5939394314035924
0.5636943758363133,0.8359000398714568,0.8263545959092659,0.347944022304729,0.4211942862072056,-0.00539252821523685,0.15670986539907156,1.6380066304002645,-0.06841924118095513,0.33391025497555993,-0.028909456738708688,-0.21298930421137216,0.15759590658743233,1.6160830494310567
0.7899224812813413,1.2271950481839191,0.5382781141135073,0.7309036155588159,1.0323530684641264,0.4632180384628435,-0.005794613790198855,-0.3273237822238311,-0.2285143597021964,0.1591887210865223,-0.31804090215805525,-0.16106223722007798,0.03842605482438875,0.5689284020355426
0.8676660587140269,2.765791569287058,0.48188182973391297,0.9667869770590968,0.8175105861357759,0.2608188225264521,0.1408129464781113,0.7685595517393491,0.14394833216171635,0.29384614944737397,-0.0260093365927956,-0.11278013560757665,0.11313193622464605,1.3640547461922083
0.4753140417777874,1.0311071942659888,0.20946682161748648,0.5344902397865099,1.207375960647906,0.8257280816628307,0.05954658156080565,-0.27270141128951497,-0.08771966589429486,-0.02282316933119093,-0.10336632595364277,-0.4340771329240495,-0.020099917888820405,1.0763887397343048
0.7869961846547443,2.0980629673559466,0.6537485588626124,1.0593308662565841,0.7834821566542928,0.5511692160104567,-0.04502107760723617,0.2202927123737355,0.03926884967690422,0.21043439910930234,0.2417300046263368,0.034075127089288906,-0.062459476198439924,0.4777301289658384
0.8192946235623293,2.803109816681085,0.8022890303980108,0.7816391640590249,0.8682251354736881,0.8465609123491749,0.2509542344691389,0.014797286421219224,0.14690867915100306,0.10676166182349772,0.1235801024330877,-0.0360646375387728,0.1269129591330216,1.5332768178627516
