species,specimen_number,eccentricity,aspect_ratio,elongation,solidity,stochastic_convexity,isoperimetric_factor,maximal_indentation_depth,lobedness,average_intensity,average_contrast,smoothness,third_moment,uniformity,entropy
eccentricity,aspect_ratio,elongation,solidity,stochastic_convexity,isoperimetric_factor,maximal_indentation_depth,lobedness,average_intensity,average_contrast,smoothness,third_moment,uniformity,entropy,,
1.0793978026027375,10.008183208118483,1.0910613310456745,0.7349022517716828,0.7971463080303857,0.22668062610057926,0.2255770480731083,2.653469524143521,-0.08915322701407423,0.09113918433843654,0.06468853094138426,-0.015315055104073404,-0.08988836298610904,0.2674184823535806,,
0.32097787824527774,1.3781618332143184,0.716840266113362,0.6101167447953324,0.5313946819364295,0.287699527081461,0.0733567227353335,2.896014115431714,0.09041761854104283,0.09609413420615845,0.16624630225968134,0.023406705179505397,0.31108745199304316,0.49442017507721436,,
0.121977749017527,0.9774853121740358,0.5765431946908285,1.0686403034152447,0.8710846776130619,0.09425734994837043,-0.04748515773030551,2.8579946820711797,0.055250125016362006,0.126743024722073,-0.1527702218237157,-0.08398616008207159,0.030162549196746505,0.9737174916342273,,
0.8526011735870878,1.739488844042532,0.3940025537388503,0.8012141447383964,0.9165117424381198,0.25293642472932937,-0.008506907545658061,0.5482443272987404,-0.011405128346726563,0.4495299169742484,-0.2823061446113869,0.008661658899333707,-0.2098691210296763,1.1525356197636063,,
0.7506036716570959,2.0301153731211397,0.5799857476851358,0.4440084713302501,1.2863162922629254,0.6286608532288662,-0.21860066534253303,0.1188092993666536,0.3888105293400106,0.0848768926050875,0.030676520646477683,-0.12294313048245147,-0.04676283119636427,1.6108396775504437,,
0.7854918101777187,1.489778447193662,0.14541889388541618,1.1079424327603715,1.3329616776165694,0.6555566806385809,0.043931604413832176,0.11915156151092833,0.3124358284042137,0.1121288930118202,-0.08801184643441821,-0.3380359866401852,-0.08081079278618432,1.1804576820280581,,
0.9347733870784232,4.231774526004358,0.6620146236715717,0.7942294202231063,0.7763857812830242,0.6851178382283654,0.0498366742858508,4.133354773481659,-0.10119600771158052,0.020306203993419314,0.2404800278615346,-0.07514216004741961,0.004159966227136939,0.8014669392730708,,
0.8431063181118083,9.537763295359069,0.9423152663979403,0.843678106143424,1.0085300611151493,0.3423106546790688,-0.020416492954453958,0.17765322531632977,0.016515877994590866,-0.28490062936035243,-0.03590935763890912,0.07607031995981987,0.1397183208261746,0.5952283126581682,,
0.5487083946981858,0.9827190851969508,0.9808922403234213,0.40377367280296794,0.49555379513266185,0.07024803608854478,0.08457522034932079,1.5360042432409153,0.1049750995268691,0.26066686157640945,-0.04968283934798835,0.005517548230360915,0.17157727996788796,1.5960571190233852,,
0.5824936957431361,1.129322769510603,0.4824603776663213,0.7522674969925371,1.1372056060938969,0.4679921194240486,-0.06481224990998984,-0.12401236690721726,-0.047384815757839996,0.3048922679728796,-0.1827369585771746,-0.06336926397193554,0.18970352330270424,0.47766029676588195,,
