eccentricity,aspect_ratio,elongation,solidity,stochastic_convexity,isoperimetric_factor,maximal_indentation_depth,lobedness,average_intensity,average_contrast,smoothness,third_moment,uniformity,entropy
1.0452438526970247,10.015531415755293,1.2241989114665628,0.6156190804398066,0.8828426612681575,-0.04550099344551256,0.21083787901252493,2.750312453269571,0.05038400401288645,-0.007887901225617229,0.12734457132223967,-0.12483074258446765,0.05871506912245995,0.06801390005593007
0.14584918612190664,1.2021569810509527,0.6461880907246798,0.5671065579045906,0.5477090136262694,0.08239292252807501,0.13234783721961013,2.801747670659198,0.09435278740028503,0.2538708716983332,-0.06161733833945088,0.11301611820258455,0.2222301791401929,0.4340948702327855
0.1875587339019027,1.0938883628093288,0.4493958604538098,0.935162058845384,0.7842719708458992,0.24560613378885146,-0.010373802697518628,2.749843997633064,0.2447876542029206,-0.02573494352510937,0.006635673736512786,-0.20855580648440275,0.012649569237029569,0.9299536130138212
0.94089230639053,1.843309294758671,0.5576234928981391,0.8192741768099197,0.8286093499421907,0.347347974068491,-0.01738735995884512,0.4601813041295222,-0.058193092026722223,0.3798235393915844,0.04709081368312687,-0.05598317023621743,-0.04452925941762565,1.2296566595878549
0.9916858383497662,2.0261133354917766,0.5078744313607617,0.6024057885182396,1.1586781250227003,0.6606874969945347,-0.18289614384873265,0.2518768390732353,0.3655276704013367,0.2601523897425023,0.02957353126154592,0.13752755098770916,-0.1423563154534084,1.8769414844264791
0.8496053016214127,1.645615036828885,0.3170865721391365,1.0851000778329154,1.074635213350634,0.7125840357696472,-0.0412652143773744,0.08681708820542745,0.1731918925382998,0.07785542064964297,-0.09566456425269143,-0.2768576879257736,-0.16048040099399802,0.8988001941263579
0.9284719727442632,4.159875059861275,0.4931661539122846,0.8250699290569604,0.7117152575011012,0.4944160913446363,-0.026818370135306926,4.057714986315723,-0.049699526862380834,0.032478983644756994,0.20867829784599748,0.06448655320384937,-0.007381238586318094,0.6059314026652003
0.8529694314085235,9.697751074955566,1.005133361993261,1.0701926310344383,1.054274760915445,0.29849959950796634,0.06265723009441751,0.1850882269316824,-0.1982697343312636,-0.31463332598656235,-0.07974130116960185,0.20787957896716625,-0.06504371981831189,0.7056147303239925
0.6887370378857869,0.8970769715501122,0.955082280027774,0.5421224242984741,0.5742288182789865,0.08137018139061945,0.20272455473781,1.5314835977980614,0.02344607720591096,0.2870250576694463,-0.08887197095593613,-0.0692421917304604,0.2191583722786136,1.6013135665000064
0.7665963010422197,1.0825691198952967,0.4832374985316773,1.011828662263532,0.8721861496077276,0.7592012319153864,0.10586833521972533,-0.18843385534408866,0.02264097438567541,-0.0573187580428848,-0.3135292129585928,-0.022038450131827703,0.14513508694275978,0.3815708856145399
