x_1,x_2,x_3,x_4,y
-1.8873649371603203,-1.1455691898002351,0.8396761000312767,-2.008855708086743,0
-0.18266809216582025,-0.12226678277057923,0.08251252435219325,-0.2054662226628986,0
-0.7315948349672106,0.6559036936823883,0.20531124349308186,0.28714060384238044,0
-0.7749652163170958,0.7440265567629247,0.21210307064010814,0.35187466485355684,0
-1.3394227045324436,-1.0424630852864827,0.6209706165480363,-1.6479989577746343,0
-0.18017499772535683,-1.6244897462240875,0.24568656908689943,-1.6598910893214862,1
0.82509156468382,-0.5728119479422702,-0.2497852096620914,-0.16210051159032354,0
1.1781029789531323,0.17113092183663403,-0.4647047960767629,0.7268761264280708,1
-1.2057458102820222,1.4411211027600361,0.2990313154948841,0.8221866229867812,0
-0.23066810781360036,-0.18246194798172555,0.10726079558688516,-0.28665299425314167,0
-1.0072234845517323,0.8545722498639476,0.28795478249968537,0.348380613815614,0
0.47538225794367417,1.7486569358975648,-0.3710120313222654,1.9207939550154742,1
-0.2131515767790706,-1.748906639130869,0.27176346054110195,-1.7961522233276521,1
-1.5496574364883247,1.775625586462539,0.3926854919815291,0.9825290487330922,0
-1.1086769809797885,1.3756666418155143,0.269433691991313,0.804990744964285,0
1.5405802242318427,-0.7978912930416052,-0.49606651071854874,-0.03945467385592581,1
0.2892416515109355,-0.6920923470206011,-0.03389062031080514,-0.5328709046924676,0
0.29676943127701305,-1.3502191165401722,0.03515985815615573,-1.1669923954311183,1
1.3199355367253436,1.4688067175103,-0.6601711724555561,2.051833559881125,1
-2.125342086258849,2.3959332555912507,0.5428607911795114,1.309428138106237,0
-0.12724564666051008,-0.7490968653246367,0.13001177444521403,-0.7864529329274301,0
0.4098552018671415,-0.6955214436127974,-0.07917812672429254,-0.4787530905331532,0
0.11153035574937986,-1.598210205756609,0.13238109361395958,-1.4955063605051886,1
-0.9171887737188444,-1.0109883022432093,0.45768177337923033,-1.4164177779441884,0
2.5329084737138445,3.2571767106701675,-1.3147605092557073,4.362375584875162,1
0.8657081075233768,-1.1704835852480495,-0.19986627001000473,-0.7218846050423671,1
2.2657963266509187,-0.23970093849443685,-0.8316026766146515,0.8467902227632917,1
-0.6602511221786828,0.2665446981038392,0.2208392657239674,-0.05616096366697371,0
-1.1747164544867505,-1.0011183825848569,0.5540988634169333,-1.5294980501045505,0
0.5705136533265096,-1.2423115977265966,-0.08026371195450466,-0.9320661686203437,1
-1.2187838198324745,-1.0292585539439474,0.5738562948538946,-1.5777515567843081,0
-2.5884278383839865,-1.2923570105016875,1.1211225612625442,-2.484960396166394,0
-1.1359895457346965,-1.1094259199410113,0.5512701480622322,-1.6160018864715993,0
0.44694561945447286,-1.7002085099632,0.016542183886453784,-1.4346030544275448,1
0.5903729896536558,-1.0573422101912164,-0.1079900107918085,-0.7433782586208157,1
2.4663114066455583,-0.09697934040439238,-0.9231064406449249,1.0805759690242205,1
2.6181728240087554,-0.02085596381224497,-0.988914940356205,1.2266592704611876,1
0.5604250544416542,-1.0225640908898457,-0.10045176773023154,-0.7239415151422655,1
2.03701554640307,-0.4277188161756935,-0.724449404105583,0.5556525008420645,1
-1.176937843410703,-1.0653095899764013,0.5619527321369746,-1.5927554456909152,0
-0.07595877634666626,0.18657354716317132,0.008373472262173864,0.14461026253059925,1
1.015343606033033,2.137678686358565,-0.6179323839629196,2.554894210184027,1
0.24154869151155745,0.16889940418274907,-0.10989828202821875,0.27869299296273575,1
1.5208721693302913,1.7960942000764246,-0.7719983549677698,2.4646592608216977,1
0.5209422321143917,-1.6397687532850398,-0.018074656142839568,-1.3407987654991576,1
3.0148254296812307,1.7851711439249252,-1.3363890242203307,3.1655494288220583,1
0.9989675358851986,-0.5078364916949873,-0.3227101156455334,-0.016335111384693717,0
1.1094256773370779,1.2879814002155157,-0.5607207315062924,1.7763664984593446,1
-0.8160259606422814,1.2977788132170058,0.16715049088151607,0.8688905580484543,0
0.5119491321687033,-0.6041793804078295,-0.12780818676806693,-0.3416243743831339,0
0.6174618252979431,0.7301323332740113,-0.31352698598599094,1.0015354155988345,1
-0.6578328700842186,-0.8707889867992311,0.3441774841960356,-1.1570539355452445,0
0.5340606349146216,-1.3166468704844685,-0.058342120570615774,-1.0214552145607294,1
